codigo_cliente;loja_cliente;nome_do_cliente;cnpj_do_cliente;cnpj_de_faturamento;cnpj_de_remessa;equipamento;nota_de_remessa;data_de_remessa;serie_da_nf_remessa;produto;descricao_do_produto;quantidade;pedido_de_remessa;projeto;obra;prazo_do_contrato;data_de_ativacao_legado;data_de_ativacao;ultimo_faturamento;data_do_termo;aniversario;desc_ajuste;indice_aplicado;dias_de_locacao;valor_de_origem;valor_unitario;valor_bruto;tipo_do_mes;contrato_legado;acrescimo;franquia;id_equipamento;id_equip_substituido;data_da_substituicao;data_proximo_faturamento;data_fim_locacao;tipo_de_servico;email;calculo_reajuste;nome_da_obra;numero_da_as;pedido_faturamento;nf_de_faturamento;serie_de_faturamento;data_de_faturamento;qtde_faturamento;vlr_unitario_faturamento;vlr_total_faturamento;periodo_de_faturamento;status_de_cobranca
313;1;IDEAL AGRO S.A;2,14901E+13;2,14901E+13;21490106000190.0;149174;20240109  62006;NULL;NULL;PC1158;NOTEBOOK DELL VOSTRO 3510 1035G1 CORE I5 MEMORIA 08GB SSD256 WIND 11;1;NULL;202300682;6;36;22/07/2022;27/12/2023;26/02/2024;NULL;01/06/2024;IGPM;0;30;0;292,52;292,52;0=Mes fechado;090793/06;0;0;1;NULL;NULL;26/03/2024;03/12/2023;Localcao;fiscal@excelenciamt.com.br;NULL;IDEAL AGRO S.A;3,00068E+14;15572;NULL;NULL;NULL;1;292,52;292,52;27/01/2024 A 26/02/2024;Faturado
313;1;IDEAL AGRO S.A;2,14901E+13;2,14901E+13;21490106000433.0;148883;20240109  77500;NULL;NULL;PC1855;ARK X NOTEBOOK DELL VOSTRO 3510 CORE I51135G7 8GB SSD 256GB WIN 10 PRO;1;NULL;202300682;7;36;10/04/2023;27/12/2023;26/02/2024;NULL;01/02/2024;IGPM;0;30;0;210;210;0=Mes fechado;090793/08;0;0;1;NULL;NULL;26/03/2024;03/12/2023;Localcao;fiscal@excelenciamt.com.br;NULL;IDEAL AGRO PRODUCAO AGRICOLA LARANJEIRAS;3,00068E+14;15573;NULL;NULL;NULL;1;210;210;27/01/2024 A 26/02/2024;Faturado
313;1;IDEAL AGRO S.A;2,14901E+13;2,14901E+13;21490106001758.0;149468;20240109  77498;NULL;NULL;PC1855;ARK X NOTEBOOK DELL VOSTRO 3510 CORE I51135G7 8GB SSD 256GB WIN 10 PRO;1;NULL;202300682;7;36;10/04/2023;27/12/2023;26/02/2024;NULL;01/02/2024;IGPM;0;30;0;210;210;0=Mes fechado;090793/08;0;0;2;NULL;NULL;26/03/2024;03/12/2023;Localcao;fiscal@excelenciamt.com.br;NULL;IDEAL AGRO PRODUCAO AGRICOLA LARANJEIRAS;3,00068E+14;15574;NULL;NULL;NULL;1;210;210;27/01/2024 A 26/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304140;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;3;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304141;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;4;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304142;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;5;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304143;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;6;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304144;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;7;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304145;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;8;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304146;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;9;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304147;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;10;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304148;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;11;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304149;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;12;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304151;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;13;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304152;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;14;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304153;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;15;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304154;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;16;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304155;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;17;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304156;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;18;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304158;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;19;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304159;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;20;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304160;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;21;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304161;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;22;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304162;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;23;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304163;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;24;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304164;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;25;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304165;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;26;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
534;1;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;8,8635E+13;8,8635E+13;NULL;304166;000000299  74049;01/01/2024;DN4;PC0659;DESKTOP POSITIVO ALL IN ONE MASTER A6200 I5 1235U 8GB MEMORIA HD SSD 256GB TELA 21,45 FHD WIND 11 PR;1;545;202301229;1;48;08/02/2023;01/01/2024;29/02/2024;NULL;01/11/2024;IGPM;0;1;0;196,74;196,74;0=Mes fechado;091107/01;0;0;27;NULL;NULL;31/03/2024;31/12/2027;Localcao;nfe@soprano.com.br;NULL;SOPRANO INDUSTRIA ELETROMETALURGICA EIRE;3,00123E+14;15588;NULL;NULL;NULL;1;196,74;196,74;01/02/2024 A 29/02/2024;Faturado
